article_id	level	children	key	title	local_path	status
4ab649f9-dae8-4eb1-97de-21796edb2a7a	2	0	[035]	၈။ ဇိဝှါပသာဒ[035]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[035] 8. 舌净色.md;vol_4/chinese/[010]色（28）法 = 色蕴论章/[035] 9. 身净色.md	dup_local
4f3db806-6742-4612-bffc-cbed32faec1e	2	1	[035b]	၉။ ကာယပသာဒ[035b]		unmatched
f70abc58-01b2-462c-8f80-3bd0b91130a9	3	0	[036]	မေးမြန်းဖွယ် အချက်တစ်ရပ်[036]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[036]一个值得提问的要点.md	matched
120379dd-839b-4efa-9e60-25d79ef25e3a	2	1	[037]	၁၀။ ရူပါရုံ[037]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[037].md;vol_4/chinese/[010]色（28）法 = 色蕴论章/[037]境与行境.md	dup_local
46b94d3e-9cce-4306-a86d-f4e622f0671f	3	0	[038]	ရူပါရုံ အမည်ရခြင်း[038]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[038].md	matched
8bedc383-7a2c-41a3-85ef-31a3eb27831f	2	0	[039]	၁၁။ သဒ္ဒါရုံ[039]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[039].md	matched
aa4fdc4d-dcdf-4dc9-9ea9-c918bad343d2	2	0	[040]	၁၂။ ဂန္ဓာရုံ[040]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[040].md	matched
f655c5b5-e6e6-482b-b0af-a29a5e089c92	2	13	[041a]	၁၃။ ရသာရုံ[041a]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[041a].md	matched
ec16475c-8dae-4ce7-a3b9-a25bdf5c628b	3	0	[041]	ကံ၏ စွမ်းအင်သာ ဖြစ်သည်[041]		unmatched
d6381c98-7411-4a5f-bc60-1f24486497f5	3	0	[042]	သမ္ပတ္တ - အသမ္ပတ္တ[042]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[042]已至与未至.md	matched
c809d1cb-49c1-4092-834a-ebb741bcee63	3	0	[046]	မဟာဘုတ် အချင်းချင်းသာ[046]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[046].md	matched
4a550e2c-7892-4e54-ba3e-971a504dc6fe	3	0	[047]	ပထဝိသန္နိဿိတ[047]		unmatched
b08ddc7d-61b4-4e3e-87a7-1bca4edc5e54	3	0	[047]	ဖောဋ္ဌဗ္ဗာရုံ ထင်မှု[047]		unmatched
988d730e-ab02-49c6-9dc2-864b330a1ce8	3	0	[048]	အာဘုဇိတ = နှလုံးသွင်းမှု၏ စွမ်းအင်[048]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[048]作意 = 作意的能量.md	matched
b3fecef7-ff6f-430c-baa5-d4f336d1e254	3	0	[048b]	ဥဿဒ = အာရုံ၏ စွမ်းအင်များပြားမှု (က)[048b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[048b].md	matched
26217341-d6b0-492a-8416-c015f49d4262	3	0	[049]	ဥဿဒ = ကာယပသာဒ၏ များပြားမှုစွမ်းအင် (ခ)[049]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[049]增盛 = 身净色增多的能量.md	matched
6101b996-8a88-4f7c-baf7-2924d2e867d9	3	0	[050]	စိတ်၏ အာရုံအမျိုးမျိုးသို့ ပြောင်းယူပုံ[050]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[050].md	matched
69d8a533-7e0f-4158-a5c8-c55b985c9f6c	3	0	[050b]	အဇ္ဈာသယကြောင့် ပြောင်းပုံ[050b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[050b]因意乐而转变的样态.md	matched
9cc22a4f-0a46-4fc6-9488-c6c29734925a	3	0	[050c]	ဝိသယာဓိမတ္တ = အာရုံ၏ လွန်ကဲမှုကြောင့် ပြောင်းပုံ[050c]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[050c]因所缘过强而转变的样态.md	matched
72df547c-c229-401d-aacf-dbfb3567a6d3	3	0	[051]	အသင်သူတော်ကောင်းအတွက် ဆေးကောင်း တစ်ခွက်[051]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[051].md	matched
330ac78a-ca1d-4e76-8bab-b9428f4a7c93	3	0	[051b]	ဓာတ်ကြီး (၄) ပါးတို့၏ စွမ်းအင်[051b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[051b]四大界的能量.md	matched
7d77fb51-e16e-4488-a35a-7e52dc4ca13b	2	2	[058]	၁၄။ ဣတ္ထိန္ဒြေ = ဣတ္ထိဘာ၀ရုပ်[058]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[058]14. 女性根 = 女性色.md	matched
513f15ef-7c7e-4c5b-ad79-6898992303be	3	0	[060]	ဣန္ဒြိယပစ္စည်း မထိုက်ခြင်း[060]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[060]不适合作根缘.md	matched
2c1ab9e1-8c92-4383-b984-af36840fe78c	3	0	[061]	စက္ခုဝိညေယျ - မနောဝိညေယျ[061]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[061]眼所识 — 意所识.md	matched
3d46781a-7e9e-42a1-9e5c-d490be1c0f94	2	6	[061b]	၁၅။ ပုရိသဘာ၀ရုပ်[061b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[061b]15. 男性色.md	matched
7b70e755-3343-4863-9962-eb2ca8053526	3	0	[063]	ဗဟုသုတရေးရာ အဖြာဖြာ[063]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[063]多闻相关的种种.md	matched
7202c023-997d-4ace-b6db-24ae68ba63bb	3	0	[064]	လိင်ပြောင်းသွားသော်[064]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[064]当性别转变时.md	matched
384ae665-0c8b-487a-a9bd-a9ddf70c8ba5	3	0	[064b]	ဥဘတောဗျည်း[064b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[064b]两性者.md	matched
3dfb87c3-17e4-46bc-a944-9f0a567f9652	3	0	[065]	န ပန တိဋ္ဌတိ = အခါခပ်သိမ်း မတည်ဟူသည်[065]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[065]所谓“一切时中都不安住”.md	matched
b1846327-d6df-42a4-9894-4fbf4e02d5e8	3	0	[066]	ဣန္ဒြေတစ်မျိုးသာ ရှိနိုင်ပုံ[066]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[066]只能存在一种根的情形.md	matched
76cf8dc8-8de6-45f7-8407-035a1cfe1390	3	0	[066b]	ဆရာဝန်ကြီးများ၏ စွမ်းအင်[066b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[066b]大医师们的能量.md	matched
16e09287-1474-41b5-8516-cec63b6fc97b	2	1	[067]	၁၆။ ရုပ်ဇီဝိတ[067]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[067] 16. 色命根.md	matched
aa1fc585-acbd-4397-9d39-135e97b45d32	3	0	[068]	အနိစ္စ - ဒုက္ခ - အနတ္တ သဘော[068]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[068]无常 - 苦 - 无我 的自性.md	matched
85b062d5-d37b-44cd-8409-4139b6813b8b	2	9	[070]	၁၇။ ဟဒယဝတ္ထု[070]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[070] 17. 心所依处色.md	matched
97dc8c44-a414-4c0e-8878-07367e670675	3	0	[071]	နှလုံးသား နှင့် နှလုံးသွေး[071]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[071]心脏肉与心脏血.md	matched
f1b86a29-85a1-4704-92c3-46bd45edb869	3	0	[071b]	ဟဒယဝတ္ထုကို ဘုရားရှင် ဟောတော်မူပါသည်[071b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[071b]佛陀开示了心所依处色.md	matched
93891675-ecbd-4585-80ee-cc6b0cd1c025	3	0	[072]	ဓမ္မသင်္ဂဏီပါဠိတော်၌ မဟောခြင်း၏ အကြောင်း[072]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[072] 《法集论》圣典中未宣说的原因.md	matched
570d5336-aa9e-475a-8182-1e4a27031feb	3	0	[075]	သဘာ၀ယုတ္တိဖြင့် နှိုင်းချိန်ကြည့်ပါ[075]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[075] 请以自性之理来比较衡量.md	matched
05847cc6-2c9a-431b-8ac4-bb1d9e42c4de	3	0	[077]	နှလုံးအိမ်ကို အစားထိုး၍ ကုသမှု[077]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[077]替换心脏来医治.md	matched
793aac53-c204-4d17-bab5-c8be0f286ef6	3	0	[078]	လောဟိတ = သွေးနှစ်မျိုး[078]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[078].md	matched
e63bafd7-d9fa-46cf-a0be-9ececaa23ae7	3	0	[079]	သွေးဟူသည် လေဟူသည်[079]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[079]所谓血 所谓风.md	matched
e4f91b92-2472-4deb-8431-8daa6b0530a7	3	0	[084]	အယူအဆတစ်မျိုး[084]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[084]一种见解主张.md	matched
79d71261-1fd5-4789-ab33-3d0dc6b62494	3	0	[085]	စေတီနှင့် စေတီအိမ်[085]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[085]塔与塔屋.md	matched
c4ec6156-ea76-4712-89a5-05232246650d	2	3	[086]	၁၈။ ကဗဠီကာရ အာဟာရ[086]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[086]18. 段食.md;vol_4/chinese/[010]色（28）法 = 色蕴论章/[086]段食.md	dup_local
c7b4c69b-e3f6-4254-976d-853895685b38	3	0	[090]	ဝတ္ထုနှင့် ဩဇာ[090]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[090]依处与食素.md	matched
c04ddfe4-1046-4176-af22-27ca2cbe7f0b	3	0	[091]	တစ်နည်း ဖွင့်ဆိုပုံ[091]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[091]另一种解说方式.md	matched
4fe0a596-a24f-42bd-a980-bb87c093cbec	3	0	[093]	ဖလူပစာရစကား[093]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[093] 果喻语.md	matched
4426dcca-5d83-4e8e-a656-6be9fe9c0866	2	0	[094]	၁၉။ အာကာသဓာတ်[094]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[094] 空界.md;vol_4/chinese/[010]色（28）法 = 色蕴论章/[094] 19. 空界.md	dup_local
02ba82b1-11f7-4d29-95fc-6224fb9448a2	2	3	[099]	၂၀။ ကာယဝိညတ်[099]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[099] 20. 身表.md	matched
8182eb1b-6f70-4826-b96a-6e0417fb8d5a	3	0	[102]	စက္ခုဝိညေယျ မနောဝိညေယျ[102]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[102]眼所识 意所识.md	matched
d60c71fe-c167-4153-8193-065b3a33308e	3	0	[103]	ပြည်ဆရာတော်ဘုရားကြီး၏ သုံးသပ်ချက်[103]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[103].md	matched
e7c5ebb0-b8a5-4f21-8fa0-ce5a878ffd62	3	0	[103b]	မိုင်းခိုင်းဆရာတော်ဘုရားကြီး၏ သုံးသပ်ချက်[103b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[103b].md	matched
b03aa398-eea2-421e-8bdf-b2c9fb8fb134	2	9	[105]	၂၁။  ၀စီဝိညတ်[105]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[105] 21. 语表.md	matched
4e1a433e-30fe-4abe-acbe-55e881b4fbae	3	0	[107]	၀စီဘေဒ ဟူသည်[107]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[107]所谓语音差别.md	matched
6ca6a534-cf7d-4ff6-a7d0-52026b4b6742	3	0	[107b]	ဝိညတ္တိ ဃဋ္ဋနာ[107b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[107b]表的摩触.md	matched
aa7f6f90-3fe7-480d-9ba0-739a281ecee4	3	0	[110]	မည်သည့် စိတ်နည်း[110]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[110]是哪一种心.md	matched
a69005f3-4f87-4d18-9129-e67a0496b85d	3	0	[110b]	ထောက်ပံ့ဖွယ်ကိစ္စ မရှိပုံ[110b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[110b]无需辅助作用的样态.md	matched
a7bb4b52-b6d4-404b-b122-ba6be8f88bf0	3	0	[111]	စူးစမ်းဆင်ခြင်၍ ယူပါ[111]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[111]经审察思考后采纳.md	matched
0c5e65b1-d222-474a-9456-86f41f0a0711	3	0	[111b]	တောင်မြို့ဆရာတော်ဘုရားကြီး၏ အဆို[111b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[111b]南城大长老之说.md	matched
36209a32-63ca-4019-81d3-c242a22591a1	3	0	[112]	ပြည်ဆရာတော်ဘုရားကြီး၏ မှတ်ချက်[112]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[112]卑谬大长老的评析.md	matched
7d01257b-e51c-4a90-890f-57af736deb91	3	0	[114]	တိုက်တွန်းပါရစေ[114]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[114]谨此劝勉.md	matched
150b26f1-b37c-4383-a739-4137790503f0	3	0	[115]	ဥပါဒါရုပ် မည်နိုင်ပါသလား[115]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[115]可以称为所造色吗.md	matched
b149704f-d149-4b02-a1ee-037a395eb803	2	0	[116]	၂၂ ရူပဿ လဟုတာ[116]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[116]色轻快性.md	matched
efc37861-6192-460a-82d0-9504a2565026	2	0	[116b]	၂၃။ ရူပဿ မုဒုတာ[116b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[116b]23. 色的柔软.md	matched
6a6023f5-6e84-4b1c-ad2f-f47b3817d3c8	2	1	[116c]	၂၄။ ရူပဿ ကမ္မညတာ[116c]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[116c]24. 色的适业性.md	matched
68a56cb7-5fb0-452a-b9da-411803cbaa19	3	0	[119a]	သက်မဲ့လောကနှင့် ကမ္မဇရုပ်လောက[119a]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[119a]无生命世间与业生色世间.md	matched
de6960e6-917d-42b4-8962-f8f2ecc069c4	2	0	[119b]	၂၅။ ရူပဿ ဥပစယ[119b]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[119b]25. 色之积聚.md	matched
2bfb01f3-d3a8-43bc-acea-e5e1428f7a22	2	4	[120]	၂၆။ ရူပဿ သန္တတိ[120]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[120]26. 色的相续.md	matched
dab9c0e0-a982-4a57-ac9a-f07c44f55e0a	3	0	[120b]	NGP-Vol4-[120b] အာစယ - ဥပစယ - သန္တတိ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[120b]初起 - 积聚 - 相续.md	matched
357eb9c0-9f1a-4cdf-997d-f083fbc3460d	3	0	[123]	NGP-Vol4-[123]ဥပစယ - သန္တတိ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[123]积聚 - 相续.md	matched
e125ce3d-1bc9-4186-b718-8f82624980d0	3	0	[124]	NGP-Vol4-[124]အဋ္ဌသာလိနီ အဋ္ဌကထာနှင့် ဋီကာအဖွင့်များ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[124]《殊胜义》义注与复注的解说.md	matched
b79a74bb-075b-4409-9b2b-ea80b64b734c	3	0	[126]	NGP-Vol4-[126]ပြည်ဆရာတော်ဘုရားကြီး၏ မှတ်ချက်	vol_4/chinese/[010]色（28）法 = 色蕴论章/[126]卑谬大长老的评注.md	matched
990aa45a-8d2d-474f-9476-9a1d4274afb4	2	4	[128]	၂၇။ ရူပဿ ဇရတာ[128]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[128]27. 色的老性.md	matched
9ee54e17-1f2e-43e5-bf64-4d71c8b03c4f	3	0	[129]	NGP-Vol4-[129]သုတ္တန်နည်း - ဇာတိ - ဇရာ - မရဏ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[129]经的方法 - 生 - 老 - 死.md	matched
2353277b-6095-4932-b260-d4f1f5544be9	3	0	[130]	NGP-Vol4-[130]အသက်ကြီးသူတို့၌ အိုမှု ထင်ရှားပုံ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[130]衰老在年长者身上明显显现的样态.md	matched
a3c1a255-a34f-4366-9628-43a4d2b5bfdc	3	0	[131]	NGP-Vol4-[131]ထပ်မံရှင်းလင်းချက်များ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[131]补充说明.md	matched
bbb8c92c-560c-44b3-9cfa-8586528ad8d6	3	0	[132]	NGP-Vol4-[132] လောက ဥပမာ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[132] 世间譬喻.md	matched
555e640e-ef2c-40f5-b58d-607c5cb6864f	2	6	[133]	၂၈။ ရူပဿ အနိစ္စတာ[133]	vol_4/chinese/[010]色（28）法 = 色蕴论章/[133]28. 色的无常性.md	matched
545fc47a-2c1e-4b2e-a43c-e616968260eb	3	0	[134]	NGP-Vol4-[134]ရှုပုံ နည်းစနစ်	vol_4/chinese/[010]色（28）法 = 色蕴论章/[134]观照方式方法.md	matched
116ec523-41a2-4658-854d-08ad8b8dd90e	3	0	[135]	NGP-Vol4-[135]နှစ်စုအားဖြင့် ရုပ်တို့ကို ခွဲတမ်းချပုံ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[135]以两两成对的方式对诸色进行分类.md	matched
b38a97ce-5087-4069-a3b6-ea522ce5d427	3	0	[137]	NGP-Vol4-[137]အထူးသတိပြု၍ မှတ်သားပါ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[137]请特别留意并牢记.md	matched
697660ba-b806-4c7a-9204-8fae7cc8a981	3	0	[138]	NGP-Vol4-[138]သုံးစုအားဖြင့် ရုပ်တို့ကို ခွဲတမ်းချပုံ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[138]以三个一组的方式划分诸色.md	matched
db3d8f4f-1437-416b-a3e1-65a9f7ba4d03	3	0	[139]	NGP-Vol4-[139]လေးစုအားဖြင့် ရုပ်တို့ကို ခွဲတမ်းချပုံ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[139]依四组把诸色分类的方式.md	matched
166cb96f-5c39-48ce-ac24-49330a304b2e	3	0	[140]	NGP-Vol4-[140]ငါးစုအားဖြင့် ရုပ်တို့ကို ခွဲတမ်းချပုံ	vol_4/chinese/[010]色（28）法 = 色蕴论章/[140]以五个一组的方式划分诸色.md	matched
b591df3a-c099-4575-9210-9bffea833e77	1	39	[142]	ဝိညာဏက္ခန္ဓကထာ အခန်း[142]	vol_4/chinese/[142]识蕴论章/[142]识蕴论章.md	matched
b872d202-4526-487e-a2f7-4ae179ea10bf	2	0	[142b]	ဝိဇာနနလက္ခဏ[142b]	vol_4/chinese/[142]识蕴论章/[142b]了别特相.md	matched
e87c7eb1-d8f6-495c-93d9-3f84ed3d9be6	2	0	[143]	ဝိဂြိုဟ် (၃) မျို[143]	vol_4/chinese/[142]识蕴论章/[143]三种释词.md	matched
7b2538ab-8fd6-479e-a25d-d6fa5ceae0ef	2	0	[144]	ဝိညာဏ်အပြားနှင့် ကုသိုလ်အပြာ[144]	vol_4/chinese/[142]识蕴论章/[144]识的种类与善的种类.md	matched
caa923e5-53a7-4867-b629-12ed6cc541bc	2	0	[145]	အကုသိုလ်စိတ် (၁၂) ပါး[145]	vol_4/chinese/[142]识蕴论章/[145]不善心（12）种.md	matched
0f0cc836-e3ca-4bec-8ba0-75cb85d77faa	2	0	[146]	 လောဘမူစိတ် (၈) မျိုး ဖြစ်ပေါ်လာပုံ[146]	vol_4/chinese/[142]识蕴论章/[146]贪根心（8）种的生起方式.md	matched
2c79a7ab-1a17-41fd-b357-a41ba2a512fb	2	0	[147]	ဒေါသမူစိတ် (၂) မျိုး ဖြစ်ပေါ်လာပုံ[147]	vol_4/chinese/[142]识蕴论章/[147]瞋根心（2）种的生起方式.md	matched
8e3cd8b4-3740-4125-acb2-fcc68ff2a6ae	2	0	[148]	မောဟမူစိတ် (၂) မျိုး ဖြစ်ပေါ်လာပုံ[148]	vol_4/chinese/[142]识蕴论章/[148]痴根心（2）种生起的方式.md	matched
35c92f78-cdfa-424b-a6e2-353577018142	2	0	[149]	ဝိပါက် အဗျာကတ ဝိညာဏ်[149]	vol_4/chinese/[142]识蕴论章/[149]果报无记识.md	matched
3b68afad-a1a0-446c-a132-33524449b86e	2	0	[150]	မဟာကုသိုလ်နှင့် မဟာဝိပါက်[150]	vol_4/chinese/[142]识蕴论章/[150]大善与大果报.md	matched
af576915-fd83-411f-ba27-6d71c620b10f	2	0	[151]	နိရုဿာဟ - သဥဿာဟ[151]	vol_4/chinese/[142]识蕴论章/[151]无奋勉——有奋勉.md	matched
ca713dab-518b-4e6e-b2fb-826ce0d030b2	2	0	[152]	ကိရိယ အဗျာကတ ဝိညာဏ်[152]	vol_4/chinese/[142]识蕴论章/[152]唯作无记识.md	matched
52007450-c21c-48f5-830f-81cc6c7c0b72	2	0	[153]	ဝိညာဏ်တို့၏ လုပ်ငန်းကိစ္စ (၁၄) မျိုး[153]	vol_4/chinese/[142]识蕴论章/[153]诸识的作用（14）种.md	matched
8884f3d6-6ba4-48b5-95e1-52dab60d0db4	2	0	[153b]	၁။ ပဋိသန္ဓေကိစ္စ[153b]	vol_4/chinese/[142]识蕴论章/[153b]结生作用.md	matched
827b463b-f52a-4180-b290-932cf86be96c	2	0	[153c]	၂။ ဘဝင်ကိစ္စ[153c]	vol_4/chinese/[142]识蕴论章/[153c]有分作用.md	matched
42bb150a-4a84-4623-8e9c-542cb33402d0	2	0	[154]	၃။ အာဝဇ္ဇန်း ကိစ္စ[154]	vol_4/chinese/[142]识蕴论章/[154]三、转向作用.md	matched
3da1e0d6-1153-4df8-8908-6178266fefb4	2	0	[155]	၄-၈။ ဒဿန သဝန ဃာယန သာယန ဖုသနကိစ္စ[155]	vol_4/chinese/[142]识蕴论章/[155]四—八、照见、听闻、嗅闻、尝味、碰触作用.md	matched
2588e3a4-6077-4347-aefb-1409677af258	2	0	[155b]	၉။ သမ္ပဋိစ္ဆိုင်းကိစ္စ[155b]	vol_4/chinese/[142]识蕴论章/[155b]九、领受作用.md	matched
f670046a-3cc2-485b-9cb6-177bca1c99ae	2	0	[156]	၁၀။ သန္တီရဏကိစ္စ[156]	vol_4/chinese/[142]识蕴论章/[156]十、推度作用.md	matched
fb799697-cde5-4ca0-943a-1182762d6b99	2	0	[156b]	၁၁။ ဝေါဋ္ဌဗ္ဗနကိစ္စ = ဝုဋ္ဌောကိစ္စ[156b]	vol_4/chinese/[142]识蕴论章/[156b]十一、确定作用＝断定作用.md	matched
e084d12a-6c66-4ae0-a47e-90bd9c412b21	2	0	[157]	၁၂။ ဇဝနကိစ္စ = ဇောကိစ္စ[157]	vol_4/chinese/[142]识蕴论章/[157]十二、速行作用＝速行作用.md	matched
60ac4839-9a0f-431e-9b60-92827dd89324	2	3	[157b]	၁၃။ တဒါရုံကိစ္စ[157b]	vol_4/chinese/[142]识蕴论章/[157b]十三、彼所缘作用.md	matched
9644b033-f093-46d3-b4a4-4d8a56913634	3	0	[158]	အချို့ ဆရာမြတ်တို့၏ အယူ[158]	vol_4/chinese/[142]识蕴论章/[158]某些尊者的见解.md	matched
18be65e6-8c67-45cf-9bd0-1c268d409971	3	0	[159]	မူလဋီကာဆရာတော်၏ ဝါဒ[159]	vol_4/chinese/[142]识蕴论章/[159]根本义疏论师的说法.md	matched
